title,year_month_x,type,release_date,imdb_score,imdb_votes,genres,country,director,date,open,high,low,close,adj_close,volume,daily_return,volatility,MA30,year_month_y
Love Actually,2003-01,MOVIE,2003-01-01,7.6,474176.0,Romance,Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Ishq Vishk,2003-01,MOVIE,2003-01-01,6.1,4203.0,Crime,Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Tears of the Sun,2003-01,MOVIE,2003-01-01,6.6,121066.0,Comedy,Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
The Kite,2003-01,MOVIE,2003-01-01,6.4,739.0,Thriller,Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
The Last Samurai,2003-01,MOVIE,2003-01-01,7.8,429097.0,"Action, Drama",Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Kucch To Hai,2003-01,MOVIE,2003-01-01,4.3,909.0,"Drama, Horror, Romance",Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Arrested Development,2003-01,SHOW,2003-01-01,8.699999999999998,297552.0,Drama,Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Kal Ho Naa Ho,2003-01,MOVIE,2003-01-01,7.9,68028.0,"Drama, Romance",Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Strawberry Shortcake,2003-01,SHOW,2003-01-01,7.0,13.0,Adventure,Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Inuyasha the Movie 3: Swords of an Honorable Ruler,2003-01,MOVIE,2003-01-01,7.6,2206.0,Romance,Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
NCIS,2003-01,SHOW,2003-01-01,7.8,141049.0,"Horror, Thriller, Crime",Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Big Fish,2003-01,MOVIE,2003-01-01,8.0,435503.0,"Action, Drama, Thriller, Adventure",Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Terminator 3: Rise of the Machines,2003-01,MOVIE,2003-01-01,6.3,393998.0,Sci-Fi,Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Once Upon a Time in Mexico,2003-01,MOVIE,2003-01-01,6.3,160449.0,Comedy,Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
At Dolphin Bay,2003-01,SHOW,2003-01-01,6.9,39.0,Drama,Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Freddy vs. Jason,2003-01,MOVIE,2003-01-01,5.7,117986.0,"Action, Horror",Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Rabun,2003-01,MOVIE,2003-01-01,7.7,83.0,"Drama, Romance",Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
The Cat in the Hat,2003-01,MOVIE,2003-01-01,4.0,81971.0,Comedy,Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
The Texas Chainsaw Massacre,2003-01,MOVIE,2003-01-01,6.2,140741.0,Drama,Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Anbe Sivam,2003-01,MOVIE,2003-01-01,8.699999999999998,20595.0,"Drama, Adventure",Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Chalte Chalte,2003-01,MOVIE,2003-01-01,6.5,15379.0,Romance,Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Friends,2003-01,SHOW,2003-01-01,7.041423766816143,18169.048766816144,"Classic & Cult TV, TV Comedies",United States,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Laugh Out Loud,2003-01,MOVIE,2003-01-01,7.0,13.0,Comedy,Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Identity,2003-01,MOVIE,2003-01-01,7.3,240433.0,Horror,Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Chappelle's Show,2003-01,SHOW,2003-01-01,8.8,62140.0,Adventure,Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Code Lyoko,2003-01,SHOW,2003-01-01,7.3,5109.0,Action,Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Monster,2003-01,MOVIE,2003-01-01,7.3,149218.0,Drama,Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
America's Next Top Model,2003-01,SHOW,2003-01-01,5.6,17843.0,Comedy,Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Scare Tactics,2003-01,SHOW,2003-01-01,6.7,2512.0,Comedy,Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Frasier,2003-01,SHOW,2003-01-01,7.041423766816143,18169.048766816144,"Classic & Cult TV, TV Comedies",United States,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Gangaajal,2003-01,MOVIE,2003-01-01,7.8,17029.0,"Thriller, Crime",Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Something's Gotta Give,2003-01,MOVIE,2003-01-01,6.7,120400.0,"Action, Romance, Musical",Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
Sonic X,2003-01,SHOW,2003-01-01,6.1,4577.0,Thriller,Unknown,Unknown,2002-12-31,0.7128570079803467,0.800000011920929,0.692857027053833,0.7864289879798889,0.7864289879798889,11369400,0.1021033292166924,0.06930641469837,0.7813095986843109,2002-12
The Staircase,2004-01,SHOW,2004-01-01,7.8,21531.0,"Action, Drama, Horror, Thriller",Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
The 4400,2004-01,SHOW,2004-01-01,7.3,44971.0,Horror,Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Lakshya,2004-01,MOVIE,2004-01-01,7.8,23076.0,Action,Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Krishna Cottage,2004-01,MOVIE,2004-01-01,5.1,1153.0,Horror,Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Yuva,2004-01,MOVIE,2004-01-01,7.3,8878.0,Thriller,Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Starsky & Hutch,2004-01,MOVIE,2004-01-01,6.1,145981.0,Comedy,Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Arahan,2004-01,MOVIE,2004-01-01,6.6,3813.0,Comedy,Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Harold & Kumar Go to White Castle,2004-01,MOVIE,2004-01-01,7.0,193053.0,Romance,Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Black Friday,2004-01,MOVIE,2004-01-01,8.4,20611.0,Comedy,Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
G.O.R.A.,2004-01,MOVIE,2004-01-01,8.0,61797.0,Sci-Fi,Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Swades,2004-01,MOVIE,2004-01-01,8.1,89085.0,Drama,Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
New York Minute,2004-01,MOVIE,2004-01-01,4.8,23307.0,Comedy,Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Blade: Trinity,2004-01,MOVIE,2004-01-01,5.8,175210.0,Horror,Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
The Student Cop,2004-01,MOVIE,2004-01-01,6.3,2051.0,"Comedy, Crime",Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Naruto: Ninja Clash in the Land of Snow,2004-01,MOVIE,2004-01-01,6.6,6759.0,"Action, Adventure",Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Perazhagan,2004-01,MOVIE,2004-01-01,6.4,1496.0,"Romance, Musical",Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Madness in the Desert,2004-01,MOVIE,2004-01-01,8.4,373.0,Comedy,Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Winx Club,2004-01,SHOW,2004-01-01,6.2,6700.0,"Action, Fantasy",Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Closer,2004-01,MOVIE,2004-01-01,7.2,215678.0,Romance,Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Main Hoon Na,2004-01,MOVIE,2004-01-01,7.0,35142.0,Crime,Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
A Cinderella Story,2004-01,MOVIE,2004-01-01,5.9,86395.0,Musical,Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Fida,2004-01,MOVIE,2004-01-01,5.4,2608.0,Romance,Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Whisky,2004-01,MOVIE,2004-01-01,7.1,6249.0,"Drama, Romance",Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Trotro,2004-01,SHOW,2004-01-01,6.2,120.0,Action,Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Christmas with the Kranks,2004-01,MOVIE,2004-01-01,5.4,49090.0,Drama,Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
The Trailer Park Boys Xmas Special,2004-01,MOVIE,2004-01-01,8.0,3422.0,Romance,Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Without a Paddle,2004-01,MOVIE,2004-01-01,5.8,47049.0,Adventure,Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Palermo Hollywood,2004-01,MOVIE,2004-01-01,5.2,200.0,"Drama, Thriller, Crime",Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Inuyasha the Movie 4: Fire on the Mystic Island,2004-01,MOVIE,2004-01-01,7.2,1826.0,Action,Unknown,Unknown,2003-12-31,4.045713901519775,4.091429233551025,3.880713939666748,3.906429052352905,3.906429052352905,16801400,-0.0369783029119257,0.0345252806317963,3.547214333216349,2003-12
Rumor Has It...,2005-01,MOVIE,2005-01-01,5.5,57894.0,Drama,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Bosta,2005-01,MOVIE,2005-01-01,6.4,603.0,Musical,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Bluffmaster!,2005-01,MOVIE,2005-01-01,6.6,6313.0,Romance,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Avatar: The Last Airbender,2005-01,SHOW,2005-01-01,9.3,297336.0,"Action, Fantasy, Adventure",Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Dreamer: Inspired By a True Story,2005-01,MOVIE,2005-01-01,6.8,13034.0,Crime,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Kyaa Kool Hai Hum,2005-01,MOVIE,2005-01-01,6.1,3507.0,Drama,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Dreamworks Happy Holidays from Madagascar,2005-01,SHOW,2005-01-01,6.5,96.0,Comedy,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
The Blue Umbrella,2005-01,MOVIE,2005-01-01,7.3,2077.0,Drama,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Johnny Test,2005-01,SHOW,2005-01-01,5.1,8172.0,Drama,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Criminal Minds,2005-01,SHOW,2005-01-01,8.1,189191.0,Comedy,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Chaos,2005-01,MOVIE,2005-01-01,6.4,54633.0,"Thriller, Crime",Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Supernatural,2005-01,SHOW,2005-01-01,8.5,428639.0,Fantasy,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Kaal,2005-01,MOVIE,2005-01-01,4.7,5309.0,Drama,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Charlie and the Chocolate Factory,2005-01,MOVIE,2005-01-01,6.6,465995.0,Drama,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Da Kath & Kim Code,2005-01,MOVIE,2005-01-01,7.3,904.0,"Drama, Adventure",Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Corpse Bride,2005-01,MOVIE,2005-01-01,7.3,265023.0,Animation,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
The Cave,2005-01,MOVIE,2005-01-01,5.1,38445.0,Adventure,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Sir! No Sir!,2005-01,MOVIE,2005-01-01,7.6,778.0,Action,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Fun with Dick and Jane,2005-01,MOVIE,2005-01-01,6.1,143998.0,"Thriller, Romance, Crime",Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Apaharan,2005-01,MOVIE,2005-01-01,7.4,4736.0,Romance,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Zozo,2005-01,MOVIE,2005-01-01,6.5,3210.0,"Action, Drama",Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Four Brothers,2005-01,MOVIE,2005-01-01,6.8,144656.0,Horror,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
War of the Worlds,2005-01,MOVIE,2005-01-01,6.5,439027.0,Crime,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Memoirs of a Geisha,2005-01,MOVIE,2005-01-01,7.3,146847.0,"Action, Drama",Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Pocoyo,2005-01,SHOW,2005-01-01,3.9,93.0,"Sci-Fi, Animation, Musical",Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Monster-in-Law,2005-01,MOVIE,2005-01-01,5.5,60693.0,"Horror, Romance",Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Paheli,2005-01,MOVIE,2005-01-01,6.3,13206.0,Romance,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Coach Carter,2005-01,MOVIE,2005-01-01,7.3,143670.0,Sci-Fi,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
That '70s Show,2005-01,SHOW,2005-01-01,7.041423766816143,18169.048766816144,TV Comedies,United States,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Naruto: Legend of the Stone of Gelel,2005-01,MOVIE,2005-01-01,6.4,4297.0,Action,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Koi Aap Sa,2005-01,MOVIE,2005-01-01,5.5,261.0,Drama,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
The West Wing,2005-01,SHOW,2005-01-01,7.041423766816143,18169.048766816144,TV Dramas,United States,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
The Prince Who Turns into a Frog,2005-01,SHOW,2005-01-01,6.8,128.0,"Drama, Romance",Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Just Like Heaven,2005-01,MOVIE,2005-01-01,6.7,106755.0,Horror,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Khawatir,2005-01,SHOW,2005-01-01,9.6,3046.0,Drama,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Cocaine,2005-01,SHOW,2005-01-01,7.1,60.0,Comedy,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Initial D,2005-01,MOVIE,2005-01-01,6.3,8536.0,Romance,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Grey's Anatomy,2005-01,SHOW,2005-01-01,7.6,293618.0,Thriller,Unknown,Unknown,2004-12-31,1.830000042915344,1.830000042915344,1.747143030166626,1.761428952217102,1.761428952217102,9830800,-0.0276025562526687,0.0414024192218146,1.699523890018463,2004-12
Rang De Basanti,2006-01,MOVIE,2006-01-01,8.1,118092.0,Action,Unknown,Unknown,2005-12-30,3.867142915725708,3.900000095367432,3.849999904632568,3.865714073181152,3.865714073181152,3435600,-0.0069725142832856,0.0310287672734024,3.876666696866353,2005-12
Trailer Park Boys: The Movie,2006-01,MOVIE,2006-01-01,7.1,12831.0,"Drama, Thriller, Crime",Unknown,Unknown,2005-12-30,3.867142915725708,3.900000095367432,3.849999904632568,3.865714073181152,3.865714073181152,3435600,-0.0069725142832856,0.0310287672734024,3.876666696866353,2005-12
